연령군,성별,단계,운동명,빈도,비율%
성인,M,본운동,발가락 폄근 스트레칭,1,0.0
성인,M,본운동,앞뒤로 선넘기,1,0.0
성인,M,본운동,좌우로 선넘기,1,0.0
성인,M,본운동,목 당기기,1,0.0
성인,M,본운동,복부 스트레칭,1,0.0
성인,M,본운동,등 스트레칭,1,0.0
성인,M,본운동,전신 비틀며 전진하기,1,0.0
성인,M,본운동,뛰어 밀기,1,0.0
성인,M,본운동,무릎당겨 다리 올리기,1,0.0
성인,M,본운동,무릎 들어올리기,1,0.0
성인,M,본운동,발에 밴드걸고 윗몸일으키기,1,0.0
성인,M,본운동,종아리 스트레칭,1,0.0
성인,M,본운동,깍지끼고 목 들어올리기,1,0.0
성인,M,본운동,가슴 스트레칭,1,0.0
성인,M,본운동,소머리 자세,1,0.0
성인,M,본운동,팔꿈치 원 그리기,1,0.0
성인,M,본운동,반달자세,1,0.0
성인,M,본운동,누워 한발 원 그리기,1,0.0
성인,M,본운동,팔 당기기,1,0.0
성인,M,본운동,크게 다리벌려 교차 뛰기,1,0.0
성인,M,본운동,베개 밟고 두발 모아 서기,1,0.0
성인,M,본운동,의자 잡고 서기,1,0.0
성인,M,본운동,누워서 다리 굽히기,1,0.0
성인,M,본운동,팔꿈치 고정 후 벌리기,1,0.0
성인,M,본운동,볼 잡고 점프하기,1,0.0
성인,M,본운동,전진 점프하며 발바닥 찍기,1,0.0
성인,M,본운동,발등 동시에 늘리기,1,0.0
성인,M,본운동,양발 점프 착지하기,1,0.0
성인,M,본운동,머리 위로 공 넘기기,1,0.0
성인,M,본운동,풍선 튕기기,1,0.0
성인,M,본운동,옆으로 누워 폼롤러 굴려주기,1,0.0
성인,M,본운동,폼롤러 앞으로 굴리기,1,0.0
성인,M,본운동,폼롤러 밀며 몸 앞으로 숙이기,1,0.0
성인,M,본운동,양발 모아 좌우 뛰기,1,0.0
성인,M,본운동,다리 모았다 벌려 뛰기,1,0.0
성인,M,본운동,앞발 들어올리기,1,0.0
성인,M,본운동,앉아서 어깨 위로 밀기,1,0.0
성인,M,본운동,발바닥 마주대고 끌어당기기,1,0.0
성인,M,본운동,짐볼 앉아 한발 들기,1,0.0
성인,M,본운동,엇박자 뛰기,1,0.0
성인,M,본운동,마주 앉아 대퇴이두근 스트레칭,1,0.0
성인,M,본운동,흔들어 체조,1,0.0
성인,M,본운동,W 스텝,1,0.0
성인,M,본운동,지게발 걸어요,1,0.0
성인,M,본운동,다리자세,1,0.0
성인,M,본운동,짝 스트레칭 루틴프로그램,1,0.0
성인,M,본운동,우리 모두 다같이,1,0.0
성인,M,본운동,측면 팔대고 버티기,1,0.0
성인,M,본운동,양발 모았다 벌려뛰기,1,0.0
성인,M,정리운동,전신 루틴 스트레칭,7247,16.07
성인,M,정리운동,하지 루틴 스트레칭2,4773,10.59
성인,M,정리운동,상지 루틴 스트레칭,4401,9.76
성인,M,정리운동,하지 루틴 스트레칭1,4254,9.43
성인,M,정리운동,넙다리 뒤쪽 스트레칭,2380,5.28
성인,M,정리운동,넙다리 안쪽 스트레칭,1968,4.36
성인,M,정리운동,허리 스트레칭,1867,4.14
성인,M,정리운동,엉덩이 스트레칭,1804,4.0
성인,M,정리운동,배스트레칭,1669,3.7
성인,M,정리운동,자가근막이완술 루틴 스트레칭,1626,3.61
성인,M,정리운동,넙다리 앞쪽 스트레칭,1195,2.65
성인,M,정리운동,정적 스트레칭 루틴프로그램,1041,2.31
성인,M,정리운동,목 스트레칭,864,1.92
성인,M,정리운동,등/어깨 뒤쪽 스트레칭,757,1.68
성인,M,정리운동,옆구리 스트레칭,750,1.66
성인,M,정리운동,달리기,646,1.43
성인,M,정리운동,실내 자전거타기,640,1.42
성인,M,정리운동,걷기,614,1.36
성인,M,정리운동,트레드밀에서 걷기,547,1.21
성인,M,정리운동,가슴/어깨 앞쪽 스트레칭,507,1.12
성인,M,정리운동,아래 팔 스트레칭,489,1.08
성인,M,정리운동,엉덩이 스트레칭2,337,0.75
성인,M,정리운동,작은 공을 이용한 동적 루틴 스트레칭,332,0.74
성인,M,정리운동,유산소 운동 전 동적 루틴 스트레칭,312,0.69
성인,M,정리운동,계단 올라갔다 내려오기,263,0.58
성인,M,정리운동,줄넘기,239,0.53
성인,M,정리운동,좌식생활자를 위한 동적 루틴 스트레칭,214,0.47
성인,M,정리운동,짐볼을 이용한 동적 루틴 스트레칭,208,0.46
성인,M,정리운동,동적 스트레칭 루틴프로그램,177,0.39
성인,M,정리운동,대퇴사두근 스트레칭,160,0.35
성인,M,정리운동,누워서 전신 뻗기,121,0.27
성인,M,정리운동,어깨 양 옆으로 돌리기,119,0.26
성인,M,정리운동,고정식 트레드밀에서 걷기,112,0.25
성인,M,정리운동,수영,110,0.24
성인,M,정리운동,몸통 스트레칭,83,0.18
성인,M,정리운동,요가 및 필라테스 루틴프로그램,83,0.18
성인,M,정리운동,조깅,78,0.17
성인,M,정리운동,앉았다 일어서기,74,0.16
성인,M,정리운동,깍지 끼고 상체 숙이기,65,0.14
성인,M,정리운동,계단 뛰어 오르기,57,0.13
성인,M,정리운동,팔벌려뛰기,56,0.12
성인,M,정리운동,누워서 다리 들어올리기,48,0.11
성인,M,정리운동,어깨 뒤쪽 스트레칭,47,0.1
성인,M,정리운동,윗몸 말아 올리기,44,0.1
성인,M,정리운동,고양이 자세,44,0.1
성인,M,정리운동,엎드려 버티기,40,0.09
성인,M,정리운동,골반 스트레칭2,33,0.07
성인,M,정리운동,뒤꿈치 높이들어 뛰기,33,0.07
성인,M,정리운동,옆으로 누워서팔 앞으로 당기기,32,0.07
성인,M,정리운동,몸통 비틀기,30,0.07
성인,M,정리운동,고정식 자전거 타기,29,0.06
성인,M,정리운동,배 스트레칭,29,0.06
성인,M,정리운동,앉아서 다리 밀기,28,0.06
성인,M,정리운동,누워서 하늘 자전거,28,0.06
성인,M,정리운동,버피운동,27,0.06
성인,M,정리운동,누워서 엉덩이 들어올리기,25,0.06
성인,M,정리운동,실외 자전거타기,25,0.06
성인,M,정리운동,거북이 스트레칭,25,0.06
성인,M,정리운동,앉아서 다리 펴기,24,0.05
성인,M,정리운동,윗몸올리기,23,0.05
성인,M,정리운동,골반 스트레칭,23,0.05
성인,M,정리운동,후굴자세 해봐요,23,0.05
성인,M,정리운동,흔들어 체조,23,0.05
성인,M,정리운동,덤벨 옆으로 들어올리기,23,0.05
성인,M,정리운동,서서 뒤꿈치 들기,22,0.05
성인,M,정리운동,비복근 스트레칭,22,0.05
성인,M,정리운동,서서 발목 뒤로 당기기,21,0.05
성인,M,정리운동,앞굽이 앉았다 일어서기,21,0.05
성인,M,정리운동,연속 사이드 스쿼드,21,0.05
성인,M,정리운동,대퇴이두근 스트레칭,19,0.04
성인,M,정리운동,옆으로 누워 버티기,18,0.04
성인,M,정리운동,양팔 벌려 전신 비틀기,17,0.04
성인,M,정리운동,양발 교차하여 서서 몸통 숙이기,17,0.04
성인,M,정리운동,다리들어 옆으로 올리기,16,0.04
성인,M,정리운동,스텝퍼 뛰어서 오르내리기,15,0.03
성인,M,정리운동,대퇴이두근 스트레칭2,15,0.03
성인,M,정리운동,사다리 좌우 뛰기,14,0.03
성인,M,정리운동,무릎굽혀 원 그리기,14,0.03
성인,M,정리운동,나무자세,14,0.03
성인,M,정리운동,팔굽혀펴기,13,0.03
성인,M,정리운동,스텝퍼 뛰어서 넘어가기,13,0.03
성인,M,정리운동,상체 앞으로 숙이기,13,0.03
성인,M,정리운동,스텝퍼 올라가서 점프하여 착지하기,12,0.03
성인,M,정리운동,스텝퍼 옆으로 뛰어넘기,12,0.03
성인,M,정리운동,누워서 수직으로 다리 들어올리기,12,0.03
성인,M,정리운동,사다리 옆으로 발 옮기기,12,0.03
성인,M,정리운동,자전거타기,12,0.03
성인,M,정리운동,뒤꿈치 들기,11,0.02
성인,M,정리운동,엎드려서 팔 다리 들기,11,0.02
성인,M,정리운동,내전근 스트레칭,11,0.02
성인,M,정리운동,턱걸이,11,0.02
성인,M,정리운동,테이블 이용하여 팔 들어 올리기,11,0.02
성인,M,정리운동,앉아서 다리 굽히기,10,0.02
성인,M,정리운동,한발 앞으로 내밀고 앉았다 일어서기,10,0.02
성인,M,정리운동,등 대고 대퇴이두근 스트레칭,10,0.02
성인,M,정리운동,스텝퍼 오르내리기,10,0.02
성인,M,정리운동,바벨 들어 팔꿈치 굽히기,10,0.02
성인,M,정리운동,계단 두 칸씩 뛰기,10,0.02
성인,M,정리운동,회전근개 스트레칭,10,0.02
성인,M,정리운동,누워서 머리 위로 팔꿈치 펴기,10,0.02
성인,M,정리운동,짝 스트레칭 루틴프로그램,10,0.02
성인,M,정리운동,무릎 높여 제자리 달리기,9,0.02
성인,M,정리운동,앉았다 일어서면서 점프하기,9,0.02
성인,M,정리운동,진자운동,9,0.02
성인,M,정리운동,손목 펴기/굽히기,9,0.02
